Wall time,Step,Value
1753997102.5392601,386,-25.932825088500977
1753997165.1264367,387,-25.99371337890625
1753997227.7233832,388,-26.07758331298828
1753997289.6966934,389,-26.147239685058594
1753997350.796362,390,-26.16253089904785
1753997412.0485356,391,-26.06765365600586
1753997473.2150764,392,-26.061220169067383
1753997534.2238727,393,-26.085792541503906
1753997596.0971115,394,-24.96775245666504
1753997658.3817012,395,-26.033924102783203
1753997720.4090738,396,-26.21436882019043
1753997782.6293366,397,-26.164913177490234
1753997844.480635,398,-26.162246704101562
1753997906.906108,399,-26.22116470336914
1753997968.3923063,400,-26.281034469604492
1753998030.7913349,401,-26.266054153442383
1753998091.8409688,402,-26.271705627441406
1753998153.3492167,403,-25.484907150268555
1753998214.7952323,404,-26.23973846435547
1753998276.0236602,405,-26.03945541381836
1753998337.971214,406,-22.258825302124023
1753998399.1305878,407,-25.204715728759766
1753998461.557351,408,-26.007328033447266
1753998523.8598452,409,-26.292564392089844
1753998586.3020046,410,-26.036930084228516
1753998648.034828,411,-26.337278366088867
1753998710.0887983,412,-26.464754104614258
1753998772.253931,413,-26.468652725219727
1753998834.7002687,414,-26.415569305419922
1753998896.376852,415,-26.067827224731445
1753998957.9186556,416,-26.414113998413086
1753999019.044105,417,-26.52352523803711
1753999080.4786267,418,-26.38092041015625
1753999142.0965483,419,-26.440937042236328
1753999203.9478636,420,-26.55367088317871
1753999264.9104714,421,-26.478235244750977
1753999326.8168352,422,-26.233291625976562
1753999388.467154,423,-25.21845054626465
1753999450.8707972,424,-26.26849365234375
1753999512.6297395,425,-26.55550765991211
1753999573.3745956,426,-26.625120162963867
1753999635.294352,427,-26.686120986938477
1753999696.7729583,428,-26.638473510742188
1753999759.0264106,429,-26.67450714111328
1753999821.1309497,430,-26.74937629699707
1753999883.4537783,431,-26.622081756591797
1753999945.5409832,432,-26.596399307250977
1754000007.4326296,433,-26.696317672729492
1754000068.601144,434,-26.76569366455078
1754000130.6181347,435,-26.655162811279297
1754000192.4728892,436,-26.71552276611328
1754000255.0498042,437,-26.767724990844727
1754000316.8128085,438,-26.40727996826172
1754000378.7751808,439,-26.59173583984375
1754000440.8423803,440,-26.844684600830078
1754000502.9419358,441,-26.825151443481445
1754000564.8661528,442,-24.418214797973633
1754000626.8558085,443,-21.902524948120117
1754000689.3966315,444,-25.230070114135742
1754000751.412366,445,-26.26133155822754
1754000814.2237952,446,-26.718860626220703
1754000876.5733068,447,-26.931663513183594
1754000938.1308224,448,-27.00155258178711
1754000999.778824,449,-27.124921798706055
1754001061.866001,450,-27.088354110717773
1754001123.5373082,451,-27.177186965942383
1754001184.919476,452,-27.10545539855957
1754001246.5357466,453,-27.070146560668945
1754001308.6978774,454,-27.11542320251465
1754001370.6857717,455,-26.952028274536133
1754001432.7956748,456,-26.946176528930664
1754001494.3000102,457,-27.034259796142578
1754001556.9483137,458,-27.00472068786621
1754001619.16983,459,-26.249300003051758
1754001681.4070723,460,-26.918649673461914
1754001743.6782875,461,-27.080808639526367
1754001805.7591944,462,-27.098234176635742
1754001867.9167027,463,-23.958736419677734
1754001929.428051,464,-25.97454833984375
1754001991.6781728,465,-26.684370040893555
1754002053.428806,466,-26.964839935302734
1754002115.398975,467,-27.130529403686523
1754002177.2310808,468,-27.20061683654785
1754002239.1564765,469,-27.26538848876953
1754002301.647557,470,-27.181026458740234
1754002363.5816936,471,-27.16549301147461
1754002425.3841023,472,-27.183454513549805
1754002487.0020583,473,-27.192218780517578
1754002548.9302294,474,-27.202186584472656
1754002610.7269492,475,-27.13605499267578
1754002672.970639,476,-26.712080001831055
1754002734.7480493,477,-27.133790969848633
1754002796.6901488,478,-26.885772705078125
1754002858.175445,479,-27.130359649658203
1754002919.8706186,480,-27.2052059173584
1754002981.8161857,481,-27.13401222229004
1754003043.7915707,482,-27.180383682250977
1754003105.6655056,483,-27.012971878051758
1754003168.1732552,484,-27.16633415222168
1754003229.93944,485,-27.243885040283203
1754003291.8141177,486,-27.27294158935547
1754003353.9872596,487,-27.30971336364746
1754003416.6174872,488,-27.2572078704834
1754003478.6280286,489,-27.31568145751953
1754003541.528225,490,-27.31259536743164
1754003604.150343,491,-27.260408401489258
1754003667.2487264,492,-26.825454711914062
1754003730.3468392,493,-27.363147735595703
1754003793.1394327,494,-24.119640350341797
1754003854.5110488,495,-26.76903533935547
1754003917.172699,496,-27.05841827392578
1754003980.2385077,497,-27.386272430419922
1754004041.821333,498,-27.391258239746094
1754004104.1089902,499,-27.484174728393555
1754004165.1655676,500,-27.515472412109375
1754004226.6089656,501,-26.32600975036621
1754004288.3199093,502,-27.20528793334961
1754004350.0043187,503,-27.39570426940918
1754004411.6211889,504,-27.512531280517578
1754004474.7988646,505,-27.474897384643555
1754004536.313046,506,-27.559795379638672
1754004598.292446,507,-27.617382049560547
1754004661.337465,508,-27.538551330566406
1754004722.3230824,509,-27.14327049255371
1754004785.643932,510,-27.342805862426758
1754004848.644479,511,-27.512420654296875
1754004911.0751674,512,-27.530454635620117
1754004972.9253156,513,-23.151731491088867
1754005035.4367273,514,-18.25075340270996
1754005098.7461646,515,-19.105731964111328
